Title,Year,Release Date,Imbibed,Completed,Favorite
Sharknado 4: The 4th Awakens,2016,07/31/2016 00:00,,,
Sharknado 5: Global Swarming,2017,08/06/2017 00:00,,,
Sharper,2023,02/10/2023 00:00,,,
Shaun of the Dead,2004,04/09/2004 00:00,TRUE,,
Shazam!,2019,03/29/2019 00:00,TRUE,,
She Wore a Yellow Ribbon,1949,10/22/1949 00:00,,,
Sheena,1984,08/17/1984 00:00,,,
Sherlock Holmes,2009,12/23/2009 00:00,TRUE,,
Sherlock Holmes: A Game of Shadows,2011,11/22/2011 00:00,TRUE,,
Shin Godzilla,2016,07/29/2016 00:00,TRUE,,
Shinjuku Incident,2009,03/22/2009 00:00,,,
Shivers,1975,05/16/1975 00:00,,,
Shogun Assassin,1980,11/11/1980 00:00,,,
Shoot 'Em Up,2007,07/26/2007 00:00,TRUE,,
Shooter,2007,03/22/2007 00:00,TRUE,,
Short Circuit,1986,05/09/1986 00:00,TRUE,,
Short Circuit 2,1988,07/06/1988 00:00,,,
Short Peace,2013,07/20/2013 00:00,,,
Shrek,2001,05/18/2001 00:00,TRUE,,
Shrek 2,2004,05/19/2004 00:00,TRUE,,
Shrek Forever After,2010,05/20/2010 00:00,TRUE,,
Shrek the Third,2007,05/17/2007 00:00,TRUE,,
Shutter Island,2010,02/14/2010 00:00,,,
Sicario,1994,07/20/1994 00:00,,,
Sicario,2015,09/17/2015 00:00,TRUE,,
Sicario: Day of the Soldado,2018,06/27/2018 00:00,TRUE,,
Sidekicks,1992,12/17/1992 00:00,,,
Signs,2002,08/02/2002 00:00,TRUE,,
Silence,2016,12/23/2016 00:00,,,
"Silent Night, Deadly Night",1984,11/09/1984 00:00,,,
"Silent Night, Deadly Night Part 2",1987,04/10/1987 00:00,,,
Silent Running,1972,03/09/1972 00:00,,,
Silver Linings Playbook,2012,11/16/2012 00:00,,,
Silver Streak,1976,12/03/1976 00:00,,,
Silverado,1985,07/10/1985 00:00,,,
Sin City,2005,04/01/2005 00:00,TRUE,,
Sin City: A Dame to Kill For,2014,08/20/2014 00:00,,,
Sinbad and the Eye of the Tiger,1977,07/15/1977 00:00,TRUE,,
Sinbad of the Seven Seas,1989,04/01/1989 00:00,TRUE,,
Sinbad: Legend of the Seven Seas,2003,07/02/2003 00:00,,,
Sing,2016,11/23/2016 00:00,TRUE,,
Sing 2,2021,12/01/2021 00:00,,,
Singin' in the Rain,1952,04/10/1952 00:00,,,
Sinister,2012,03/29/2012 00:00,,,
Sink the Bismarck!,1960,02/11/1960 00:00,,,
Sister Act,1992,05/28/1992 00:00,TRUE,,
Sister Act 2: Back in the Habit,1993,12/09/1993 00:00,,,
Sisu,2022,09/09/2022 00:00,TRUE,,
Sisu,2020,02/25/2020 00:00,,,
Sisu: Road to Revenge,2025,11/21/2025 00:00,,,
Sixteen Candles,1984,05/04/1984 00:00,,,
Sky Captain and the World of Tomorrow,2004,09/17/2004 00:00,TRUE,,
Sky Pirates,1986,01/16/1986 00:00,,,
Skyfall,2012,10/24/2012 00:00,TRUE,,
Skyscraper,2018,07/11/2018 00:00,TRUE,,
Slap Shot,1977,02/25/1977 00:00,,,
Slayers,2022,10/21/2022 00:00,,,
Sleepaway Camp,1983,11/18/1983 00:00,,,
Sleeping Beauty,1959,02/17/1959 00:00,TRUE,,
Sleepless in Seattle,1993,06/24/1993 00:00,,,
Sleepy Hollow,1999,11/19/1999 00:00,TRUE,,
Sling Blade,1996,08/30/1996 00:00,,,
Slipstream,2007,02/10/2007 00:00,,,
Slipstream,2005,02/03/2005 00:00,,,
Slither,2006,03/31/2006 00:00,TRUE,,
Slumberland,2022,11/18/2022 00:00,,,
Slumdog Millionaire,2008,11/12/2008 00:00,,,
Small Soldiers,1998,07/10/1998 00:00,TRUE,,
Smokey and the Bandit,1977,05/26/1977 00:00,,,
Smokin' Aces,2006,12/09/2006 00:00,TRUE,,
Smokin' Aces 2: Assassins' Ball,2010,01/19/2010 00:00,,,
Snake Eyes,1998,08/07/1998 00:00,,,
Snakes on a Plane,2006,08/17/2006 00:00,TRUE,,
Snatch,2000,09/01/2000 00:00,,,
Sneakers,1992,09/09/1992 00:00,,,
Sniper,1993,01/29/1993 00:00,,,
"Snoopy Presents: It's the Small Things, Charlie Brown",2022,04/14/2022 00:00,,,
Snoopy's Reunion,1991,05/01/1991 00:00,TRUE,,
Snow White and the Huntsman,2012,05/30/2012 00:00,TRUE,,
Snow White and the Seven Dwarfs,1938,01/14/1938 00:00,TRUE,,
Snowden,2016,09/15/2016 00:00,TRUE,,
Snowpiercer,2013,08/01/2013 00:00,TRUE,,
So Dear to My Heart,1948,11/29/1948 00:00,,,
So I Married an Axe Murderer,1993,07/30/1993 00:00,,,
Society,1989,05/13/1989 00:00,,,
Sofia the First: Once Upon a Princess,2012,11/18/2012 00:00,,,
Soldier,1998,10/23/1998 00:00,TRUE,,
Solomon Kane,2009,12/23/2009 00:00,,,
Some Kind of Wonderful,1987,02/27/1987 00:00,,,
Some Like It Hot,1959,03/18/1959 00:00,,,
Something Wicked This Way Comes,1983,04/29/1983 00:00,,,
Son of Batman,2014,05/13/2014 00:00,,,
Son of Frankenstein,1939,01/13/1939 00:00,,,
Son of Godzilla,1967,12/16/1967 00:00,,,
Son of Paleface,1952,07/14/1952 00:00,,,
Sonatine,1993,09/10/1993 00:00,,,
Song of the Sea,2014,06/23/2014 00:00,TRUE,,
Song of the South,1946,11/12/1946 00:00,,,
Sonic the Hedgehog,2020,02/12/2020 00:00,TRUE,,
Sonic the Hedgehog 2,2022,03/30/2022 00:00,TRUE,,
Sophie's Choice,1982,12/08/1982 00:00,,,
Sorcerer,1977,06/24/1977 00:00,,,
Soul,2020,12/25/2020 00:00,TRUE,,
Soul Man,1986,10/24/1986 00:00,,,
Sound of Freedom,2023,07/03/2023 00:00,,,
Sour Grapes,2016,05/27/2016 00:00,,,
Source Code,2011,03/30/2011 00:00,TRUE,,
Southland Tales,2007,11/14/2007 00:00,,,
Southpaw,2015,03/24/2015 00:00,,,
Soylent Green,1973,04/18/1973 00:00,,,
Space Battleship Yamato,2010,12/01/2010 00:00,,,
Space Cowboys,2000,08/04/2000 00:00,TRUE,,
Space Jam,1996,11/15/1996 00:00,TRUE,,
Space Pirate Captain Harlock,2013,09/07/2013 00:00,TRUE,,
Space-Time Traveler - Time Stranger,1986,12/20/1986 00:00,,,
Spaceballs,1987,06/24/1987 00:00,TRUE,,
Spartacus,1960,10/13/1960 00:00,TRUE,,
Spawn,1997,07/31/1997 00:00,,,
Species,1995,07/07/1995 00:00,,,
Species II,1998,04/10/1998 00:00,,,
Spectral,2016,12/09/2016 00:00,TRUE,,
Spectre,2015,10/26/2015 00:00,TRUE,,
Speed,1994,06/09/1994 00:00,TRUE,,
Speed 2: Cruise Control,1997,06/13/1997 00:00,,,
Speed Racer,2008,05/09/2008 00:00,TRUE,,
Spellbound,1945,12/28/1945 00:00,,,
Sphere,1998,02/13/1998 00:00,,,
Spice World,1997,12/18/1997 00:00,TRUE,,
Spider-Man,2002,05/01/2002 00:00,TRUE,,
Spider-Man 2,2004,06/25/2004 00:00,TRUE,,
Spider-Man 3,2007,05/01/2007 00:00,TRUE,,
Spider-Man: Far From Home,2019,06/28/2019 00:00,TRUE,,
Spider-Man: Homecoming,2017,07/05/2017 00:00,TRUE,,
Spider-Man: Into the Spider-Verse,2018,12/06/2018 00:00,TRUE,,
Spider-Man: No Way Home,2021,12/15/2021 00:00,TRUE,,
Spies Like Us,1985,12/06/1985 00:00,,,
Spirit: Stallion of the Cimarron,2002,05/24/2002 00:00,,,
Spirited Away,2001,07/20/2001 00:00,TRUE,,
Splash,1984,03/09/1984 00:00,,,
Split,2017,01/19/2017 00:00,TRUE,,
Spring Break,1983,03/25/1983 00:00,,,
Spy Hard,1996,05/24/1996 00:00,TRUE,,
Spy Kids,2001,03/18/2001 00:00,TRUE,,
Spy Kids 2: The Island of Lost Dreams,2002,08/07/2002 00:00,,,
Spy Kids 3-D: Game Over,2003,07/25/2003 00:00,,,
Spy Kids: Armageddon,2023,09/22/2023 00:00,,,
Stakeout,1987,08/05/1987 00:00,,,
Stalag 17,1953,05/29/1953 00:00,,,
Stalingrad,1993,01/20/1993 00:00,,,
Stalker,1979,05/25/1979 00:00,,,
Stan & Ollie,2018,12/28/2018 00:00,,,
Stand by Me,1986,08/08/1986 00:00,,,
Stand by Me Doraemon,2014,08/08/2014 00:00,,,
Stand by Me Doraemon 2,2020,11/20/2020 00:00,,,
Star Kid,1997,11/13/1997 00:00,,,
Star Trek,2009,05/06/2009 00:00,TRUE,,
Star Trek Beyond,2016,07/07/2016 00:00,TRUE,,
Star Trek II: The Wrath of Khan,1982,06/04/1982 00:00,TRUE,,
Star Trek III: The Search for Spock,1984,06/01/1984 00:00,TRUE,,
Star Trek Into Darkness,2013,05/05/2013 00:00,TRUE,,
Star Trek IV: The Voyage Home,1986,11/26/1986 00:00,TRUE,,
Star Trek V: The Final Frontier,1989,06/09/1989 00:00,TRUE,,
Star Trek VI: The Undiscovered Country,1991,12/06/1991 00:00,TRUE,,
Star Trek: First Contact,1996,11/22/1996 00:00,TRUE,,
Star Trek: Generations,1994,11/18/1994 00:00,TRUE,,
Star Trek: Insurrection,1998,12/11/1998 00:00,TRUE,,
Star Trek: Nemesis,2002,12/13/2002 00:00,TRUE,,
Star Trek: The Motion Picture,1979,12/07/1979 00:00,TRUE,,
Star Wars,1977,05/25/1977 00:00,TRUE,,
Star Wars: Episode I - The Phantom Menace,1999,05/19/1999 00:00,TRUE,,
Star Wars: Episode II - Attack of the Clones,2002,05/15/2002 00:00,TRUE,,
Star Wars: Episode III - Revenge of the Sith,2005,05/17/2005 00:00,TRUE,,
Star Wars: The Legacy Revealed,2007,05/28/2007 00:00,,,
Starcrash,1978,12/21/1978 00:00,,,
Stardust,2007,08/10/2007 00:00,TRUE,,
Stargate,1994,10/28/1994 00:00,,,
Starman,1984,12/13/1984 00:00,,,
Starship Troopers,1997,11/07/1997 00:00,TRUE,,
Starship Troopers 2: Hero of the Federation,2004,05/19/2004 00:00,TRUE,,
Starship Troopers 3: Marauder,2008,07/19/2008 00:00,,,
Starship Troopers: Invasion,2012,08/28/2012 00:00,TRUE,,
Starship Troopers: Traitor of Mars,2017,08/21/2017 00:00,,,
Starsky & Hutch,2004,03/05/2004 00:00,,,
"Stay Awesome, China!",2019,01/12/2019 00:00,,,
Steamboat Willie,1928,05/15/1928 00:00,,,
Steamboy,2004,07/17/2004 00:00,,,
Steel,1997,08/15/1997 00:00,,,
Steel Magnolias,1989,11/15/1989 00:00,,,
Step Brothers,2008,07/25/2008 00:00,TRUE,,
Steve Jobs,2015,10/09/2015 00:00,,,
Stitch! The Movie,2003,09/10/2003 00:00,,,
Stone Cold,1991,05/17/1991 00:00,,,
Stonehearst Asylum,2014,10/23/2014 00:00,,,
Straight Outta Compton,2015,08/11/2015 00:00,,,
Straight Talk,1992,04/03/1992 00:00,,,
Strange Days,1995,10/13/1995 00:00,,,
Strange Magic,2015,01/23/2015 00:00,,,
Strangers on a Train,1951,06/27/1951 00:00,,,
Straw Dogs,1971,11/25/1971 00:00,,,
Stray Dog,1949,10/17/1949 00:00,,,
Street Fighter,1994,12/23/1994 00:00,,,
Street Fighter: The Legend of Chun-Li,2009,02/27/2009 00:00,,,
Street Kings,2008,04/10/2008 00:00,TRUE,,
Street Thief,2006,08/07/2006 00:00,,,
Streets of Fire,1984,06/01/1984 00:00,,,
Striking Distance,1993,09/17/1993 00:00,,,
Stripes,1981,06/26/1981 00:00,,,
Striptease,1996,06/28/1996 00:00,,,
Stroszek,1977,05/20/1977 00:00,,,
Stuart Little,1999,12/17/1999 00:00,TRUE,,
Sturgill Simpson Presents Sound & Fury,2019,09/27/2019 00:00,,,
SubUrbia,1997,02/07/1997 00:00,,,
Sucker Punch,2011,03/24/2011 00:00,TRUE,,
Sudden Impact,1983,12/08/1983 00:00,,,
Suicide Squad,2016,08/03/2016 00:00,TRUE,,
Suicide Squad: Hell to Pay,2018,03/23/2018 00:00,,,
Sukiyaki Western Django,2007,09/15/2007 00:00,,,
Sullivan's Travels,1941,11/30/1941 00:00,TRUE,,
Sully,2016,09/07/2016 00:00,,,
Sunrise: A Song of Two Humans,1927,11/04/1927 00:00,,,
Sunset Boulevard,1950,08/10/1950 00:00,,,
Sunshine,2007,04/6/2007 00:00,,,
Super,2010,09/12/2010 00:00,TRUE,,
Super 8,2011,06/08/2011 00:00,TRUE,,
Super Mario Bros.,1993,05/28/1993 00:00,TRUE,,
Super Size Me,2004,01/17/2004 00:00,,,
Super Troopers,2001,02/15/2001 00:00,TRUE,,
Superbad,2007,08/17/2007 00:00,TRUE,,
Superman,1978,12/14/1978 00:00,,,
Superman II,1980,12/12/1980 00:00,,,
Superman III,1983,06/17/1983 00:00,,,
Superman IV: The Quest for Peace,1987,07/24/1987 00:00,,,
Superman Returns,2006,06/28/2006 00:00,,,
Superman vs. The Elite,2012,06/12/2012 00:00,,,
Superman/Batman: Apocalypse,2010,09/28/2010 00:00,,,
Superman/Batman: Public Enemies,2009,09/29/2009 00:00,,,
Superman/Shazam!: The Return of Black Adam,2010,11/16/2010 00:00,,,
Superman: Doomsday,2007,09/18/2007 00:00,,,
Superman: Man of Tomorrow,2020,08/23/2020 00:00,,,
Superman: Red Son,2020,02/24/2020 00:00,,,
Superman: Unbound,2013,04/23/2013 00:00,,,
Support Your Local Sheriff!,1969,03/26/1969 00:00,,,
Surf Ninjas,1993,08/12/1993 00:00,,,
Surrogates,2009,09/24/2009 00:00,TRUE,,
Suspiria,1977,02/01/1977 00:00,,,
Suzhou River,2000,04/04/2000 00:00,,,
Sweeney Todd: The Demon Barber of Fleet Street,2007,12/20/2007 00:00,TRUE,,
Sweet Home,1989,01/21/1989 00:00,,,
Sweet Home Alabama,2002,09/26/2002 00:00,TRUE,,
Sweet Smell of Success,1957,06/27/1957 00:00,,,
Swimming with Sharks,1994,09/10/1994 00:00,,,
Swing Kids,1993,03/05/1993 00:00,TRUE,,
Swing Time,1936,08/28/1936 00:00,,,
Swing Vote,2008,08/01/2008 00:00,TRUE,,
Swingers,1996,10/18/1996 00:00,,,
Swiss Army Man,2016,06/24/2016 00:00,TRUE,,
Swiss Family Robinson,1960,12/21/1960 00:00,,,
Swordfish,2001,06/08/2001 00:00,TRUE,,
"Synecdoche, New York",2008,10/24/2008 00:00,,,
Syriana,2005,11/23/2005 00:00,,,
Tai-Chi Master,1993,11/18/1993 00:00,,,
Taken,2008,02/18/2008 00:00,TRUE,,
Taken 2,2012,09/27/2012 00:00,TRUE,,
Taken 3,2014,12/16/2014 00:00,,,
Takers,2010,08/27/2010 00:00,,,
Tales from Earthsea,2006,07/29/2006 00:00,TRUE,,
Tall Tale: The Unbelievable Adventure,1995,03/24/1995 00:00,TRUE,,
Talladega Nights: The Ballad of Ricky Bobby,2006,08/04/2006 00:00,TRUE,,
Tampopo,1985,11/23/1985 00:00,,,
Tangled,2010,11/24/2010 00:00,TRUE,,
Tangled Ever After,2012,01/13/2012 00:00,,,
Tangled: Before Ever After,2017,03/10/2017 00:00,,,
Tango & Cash,1989,12/22/1989 00:00,,,
Tank Girl,1995,03/31/1995 00:00,,,
TANK S.W.A.T. 01,2006,03/24/2006 00:00,,,
Tarzan,1999,06/18/1999 00:00,,,
Tarzan,2013,10/17/2013 00:00,,,
Tarzan & Jane,2002,06/24/2002 00:00,,,
Tarzan II,2005,06/13/2005 00:00,,,
Tau,2018,06/29/2018 00:00,,,
Taxi Driver,1976,02/09/1976 00:00,,,
Teacher's Pet,2004,01/16/2004 00:00,,,
Team America: World Police,2004,10/10/2004 00:00,TRUE,,
Tears of the Sun,2003,03/07/2003 00:00,TRUE,,
Ted,2012,06/29/2012 00:00,TRUE,,
Teenage Mutant Ninja Turtles,1990,03/30/1990 00:00,,,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,03/22/1991 00:00,,,
Teenage Seductress,1975,05/29/2019 18:59,,,
TEKKEN: The Motion Picture,1998,01/21/1998 00:00,,,
Tekkonkinkreet,2006,10/21/2006 00:00,TRUE,,
Temple Grandin,2010,02/06/2010 00:00,,,
Ten Tigers of Kwangtung,1979,12/25/1979 00:00,,,
Tenacious D in The Pick of Destiny,2006,11/22/2006 00:00,TRUE,,
Tenet,2020,08/22/2020 00:00,TRUE,,
Terminator 2: Judgment Day,1991,07/03/1991 00:00,TRUE,,
Terminator 3: Rise of the Machines,2003,07/02/2003 00:00,TRUE,,
Terminator Salvation,2009,05/20/2009 00:00,TRUE,,
Terror of Mechagodzilla,1975,03/15/1975 00:00,,,
Terror on the Prairie,2022,09/08/2022 00:00,,,
Tetris,2023,03/15/2023 00:00,,,
Tetsuo: The Bullet Man,2010,02/27/2010 00:00,,,
Tetsuo: The Iron Man,1989,07/01/1989 00:00,,,
Thank You for Smoking,2005,09/09/2005 00:00,TRUE,,
That Certain Woman,1937,08/30/1937 00:00,,,
That Darn Cat!,1965,12/02/1965 00:00,,,
That Hamilton Woman,1941,04/03/1941 00:00,,,
The 'Burbs,1989,02/17/1989 00:00,TRUE,,
The 13th Day,2009,10/13/2009 00:00,,,
The 13th Warrior,1999,08/13/1999 00:00,TRUE,,
The 39 Steps,1935,06/06/1935 00:00,,,
The 40 Year Old Virgin,2005,08/11/2005 00:00,TRUE,,
The 6th Day,2000,11/17/2000 00:00,TRUE,,
The 7th Voyage of Sinbad,1958,12/05/1958 00:00,TRUE,,
The A-Team,2010,06/09/2010 00:00,TRUE,,
The Absent-Minded Professor,1961,01/20/1961 00:00,,,
The Abyss,1989,08/09/1989 00:00,,,
The Accused,1988,10/14/1988 00:00,,,
The Addams Family,1991,11/22/1991 00:00,TRUE,,
The Adjustment Bureau,2011,03/03/2011 00:00,TRUE,,
The Admiral: Roaring Currents,2014,07/30/2014 00:00,,,
The Adventures of Baron Munchausen,1988,12/07/1988 00:00,TRUE,,
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,08/10/1984 00:00,TRUE,,
The Adventures of Ichabod and Mr. Toad,1949,10/05/1949 00:00,,,
The Adventures of Panda Warrior,2012,08/10/2012 00:00,,,
The Adventures of Pluto Nash,2002,08/16/2002 00:00,TRUE,,
The Adventures of Robin Hood,1938,05/13/1938 00:00,,,
The Adventures of Sharkboy and Lavagirl,2005,06/10/2005 00:00,,,
The Adventures of Tintin,2011,10/24/2011 00:00,TRUE,,
The African Queen,1952,01/07/1952 00:00,TRUE,,
The Alamo,2004,04/07/2004 00:00,,,
The Alamo,1960,10/23/1960 00:00,,,
The Amazing Spider-Man,2012,06/23/2012 00:00,TRUE,,
The Amazing Spider-Man 2,2014,04/16/2014 00:00,TRUE,,
The American,2010,08/31/2010 00:00,,,
The American President,1995,11/17/1995 00:00,,,
The American Success Company,1980,03/01/1980 00:00,,,
The Amityville Horror,1979,07/27/1979 00:00,,,
The Andromeda Strain,1971,03/12/1971 00:00,,,
The Animal,2001,06/01/2001 00:00,TRUE,,
The Animatrix,2003,05/09/2003 00:00,TRUE,,
The Apartment,1960,06/21/1960 00:00,,,
The Apple Dumpling Gang,1975,07/01/1975 00:00,,,
The Aristocats,1970,12/24/1970 00:00,,,
The Arrival,1996,05/31/1996 00:00,,,
The Art of Self-Defense,2019,07/12/2019 00:00,TRUE,,
The Artifice Girl,2023,04/27/2023 00:00,,,
The Assassin,2015,08/27/2015 00:00,,,
The Assassination of Jesse James by the Coward Robert Ford,2007,09/20/2007 00:00,,,
The Astronaut Farmer,2007,02/23/2007 00:00,,,
The Avengers,2012,04/25/2012 00:00,TRUE,,
The Aviator,2004,12/17/2004 00:00,TRUE,,
The Babadook,2014,05/22/2014 00:00,,,
The Babe,1992,04/17/1992 00:00,,,
The Bad Sleep Well,1960,09/15/1960 00:00,,,
The Ballad of Buster Scruggs,2018,11/09/2018 00:00,TRUE,,
The Ballad of Cable Hogue,1970,03/18/1970 00:00,,,
The Bank Job,2008,02/28/2008 00:00,TRUE,,
The Barbarians,1987,03/20/1987 00:00,,,
The Basketball Diaries,1995,04/21/1995 00:00,TRUE,,
The Batman,2022,03/01/2022 00:00,TRUE,,
The Battle of Algiers,1966,09/08/1966 00:00,,,
The Battle of the River Plate,1956,10/30/1956 00:00,,,
The Beach,2000,02/03/2000 00:00,,,
"The Beast from 20,000 Fathoms",1953,06/13/1953 00:00,,,
The Beastmaster,1982,08/16/1982 00:00,,,
The Beaver,2011,05/05/2011 00:00,,,
The Belko Experiment,2016,03/17/2016 00:00,TRUE,,
The Best Years of Our Lives,1946,11/20/1946 00:00,,,
The Big Boss,1971,10/23/1971 00:00,,,
The Big Gundown,1967,03/03/1967 00:00,,,
The Big Lebowski,1998,03/06/1998 00:00,TRUE,,
The Big Red One,1980,05/28/1980 00:00,,,
The Big Short,2015,12/11/2015 00:00,TRUE,,
The Big Sleep,1946,08/23/1946 00:00,,,
The Big Year,2011,10/13/2011 00:00,,,
The Bird People in China,1998,06/10/1998 00:00,,,
The Birdcage,1996,03/08/1996 00:00,TRUE,,
The Birds,1963,03/28/1963 00:00,TRUE,,
The Birth of a Nation,1915,03/08/1915 00:00,,,
The Bishop's Wife,1947,12/25/1947 00:00,,,
The Black Cauldron,1985,07/24/1985 00:00,,,
The Blair Thumb,2002,01/22/2002 00:00,TRUE,,
The Blob,1988,08/05/1988 00:00,TRUE,,
The Blood of Heroes,1989,10/19/1989 00:00,,,
The Blues Brothers,1980,06/16/1980 00:00,,,
The Bodyguard,1992,11/25/1992 00:00,,,
The Bone Collector,1999,11/04/1999 00:00,TRUE,,
The Book of Eli,2010,01/14/2010 00:00,TRUE,,
The Book of Life,2014,10/01/2014 00:00,TRUE,,
The Book Thief,2013,11/08/2013 00:00,,,
The Boondock Saints,1999,01/22/1999 00:00,TRUE,,
The Boondock Saints II: All Saints Day,2009,11/24/2009 00:00,,,
The Bounty,1984,05/04/1984 00:00,,,
The Bourne Identity,2002,06/14/2002 00:00,TRUE,,
The Bourne Supremacy,2004,07/23/2004 00:00,TRUE,,
The Bourne Ultimatum,2007,08/03/2007 00:00,TRUE,,
The Boxer,1997,12/31/1997 00:00,TRUE,,
The Boy and the Heron,2023,07/14/2023 00:00,TRUE,,
The Boys from Brazil,1978,10/05/1978 00:00,,,
The Boys in Company C,1978,02/02/1978 00:00,,,
The Brave Little Toaster,1987,07/09/1987 00:00,,,
The Brave Little Toaster Goes to Mars,1998,05/19/1998 00:00,,,
The Brave Little Toaster to the Rescue,1997,11/01/1997 00:00,,,
The Brave One,2007,09/12/2007 00:00,TRUE,,
The Breakfast Club,1985,02/15/1985 00:00,TRUE,,
The Brides of Dracula,1960,05/01/1960 00:00,,,
The Bridge on the River Kwai,1957,10/11/1957 00:00,TRUE,,
The Bridges of Madison County,1995,06/02/1995 00:00,,,
The Brothers Grimm,2005,08/26/2005 00:00,TRUE,,
The Bucket List,2007,12/25/2007 00:00,TRUE,,
The Bullet Train,1975,07/05/1975 00:00,,,
The Burmese Harp,1956,01/21/1956 00:00,,,
The Business of Being Born,2008,01/09/2008 00:00,,,
The Butterfly Effect,2004,01/17/2004 00:00,,,
The Cabin in the Woods,2012,04/12/2012 00:00,TRUE,,
The Cable Guy,1996,06/10/1996 00:00,TRUE,,
The Caine Mutiny,1954,06/24/1954 00:00,TRUE,,
The Cannonball Run,1981,06/19/1981 00:00,,,
The Cat Returns,2002,07/19/2002 00:00,TRUE,,
The Cave,2005,08/26/2005 00:00,TRUE,,
The Cell,2000,08/18/2000 00:00,,,
The Charge of the Light Brigade,1968,04/10/1968 00:00,,,
The Charge of the Light Brigade,1936,10/20/1936 00:00,,,
The Children's Hour,1961,12/19/1961 00:00,,,
The China Syndrome,1979,03/16/1979 00:00,,,
The Chronicles of Narnia: Prince Caspian,2008,05/15/2008 00:00,TRUE,,
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,12/07/2005 00:00,TRUE,,
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,12/02/2010 00:00,TRUE,,
The Chronicles of Riddick,2004,06/11/2004 00:00,TRUE,,
The Chronicles of Riddick: Dark Fury,2004,06/15/2004 00:00,,,
The Circle,2017,04/27/2017 00:00,TRUE,,
The Collective,2023,08/04/2023 00:00,,,
The Collector,1965,06/17/1965 00:00,,,
The Color of Money,1986,10/17/1986 00:00,,,
The Colossus of Rhodes,1961,06/15/1961 00:00,,,
The Computer Wore Tennis Shoes,1969,12/24/1969 00:00,,,
The Conjuring,2013,07/18/2013 00:00,,,
The Constant Gardener,2005,08/31/2005 00:00,,,
The Core,2003,03/28/2003 00:00,TRUE,,
The Count of Monte Cristo,2002,01/23/2002 00:00,,,
The Count of Monte Cristo,1934,09/06/1934 00:00,,,
The Count of Monte-Cristo,1975,10/31/1975 00:00,,,
The Craft,1996,05/03/1996 00:00,,,
The Crazies,2010,02/26/2010 00:00,TRUE,,
The Creepy Line,2018,10/08/2018 00:00,,,
The Crocodile Hunter: Collision Course,2002,07/26/2002 00:00,TRUE,,
The Croods,2013,03/15/2013 00:00,,,
The Croods: A New Age,2020,11/25/2020 00:00,,,
The Crow,1994,05/11/1994 00:00,,,
The Cruel Sea,1953,02/24/1953 00:00,,,
The Crying Game,1992,09/02/1992 00:00,,,
The Curious Case of Benjamin Button,2008,12/25/2008 00:00,,,
The Current War,2018,02/01/2018 00:00,,,
The Da Vinci Code,2006,05/17/2006 00:00,TRUE,,
The Dagger of Kamui,1985,03/08/1985 00:00,,,
The Dallas Connection,1994,10/02/1994 00:00,,,
The Dam Busters,1955,05/16/1955 00:00,,,
The Damned,2025,06/06/2024 00:00,,,
The Damned,1969,10/30/1969 00:00,,,
The Damned United,2009,03/27/2009 00:00,,,
The Darjeeling Limited,2007,09/07/2007 00:00,,,
The Dark Crystal,1982,12/17/1982 00:00,TRUE,,
The Dark Knight,2008,07/16/2008 00:00,TRUE,,
The Dark Knight Rises,2012,07/17/2012 00:00,TRUE,,
The Dark Tower,2017,08/03/2017 00:00,TRUE,,
The Day After,1983,11/20/1983 00:00,,,
The Day After Tomorrow,2004,05/26/2004 00:00,TRUE,,
The Day of the Jackal,1973,05/16/1973 00:00,,,
The Day the Earth Stood Still,2008,12/10/2008 00:00,TRUE,,
The Day the Earth Stood Still,1951,09/28/1951 00:00,,,
The Dead Pool,1988,07/13/1988 00:00,,,
The Dead Zone,1983,10/21/1983 00:00,,,
The Death and Return of Superman,2019,10/01/2019 00:00,,,
The Death of Stalin,2017,10/20/2017 00:00,TRUE,,
The Death of Superman,2018,07/24/2018 00:00,,,
The Decline of Western Civilization,1981,07/01/1981 00:00,,,
The Decline of Western Civilization Part II: The Metal Years,1988,06/17/1988 00:00,,,
The Decline of Western Civilization Part III,1998,01/15/1998 00:00,,,
The Deer Hunter,1978,12/08/1978 00:00,,,
The Defector,2017,12/20/2017 00:00,,,
The Delta Force,1986,02/14/1986 00:00,,,
The Deluge,1974,09/02/1974 00:00,,,
The Departed,2006,10/04/2006 00:00,TRUE,,
The Devastator,1986,12/01/1986 00:00,,,
The Devil Wears Prada,2006,06/29/2006 00:00,TRUE,,
The Devil's Advocate,1997,10/17/1997 00:00,,,
The Devil's Own,1997,03/13/1997 00:00,,,
The Devil's Rejects,2005,07/22/2005 00:00,,,
The Diary of an Unknown Soldier,1959,01/02/1959 00:00,,,
The Dictator,2012,05/15/2012 00:00,,,
The Dirty Dozen,1967,06/15/1967 00:00,TRUE,,
The Dirty Dozen: The Deadly Mission,1987,03/01/1987 00:00,,,
The Dirty Dozen: The Fatal Mission,1988,11/10/1988 00:00,,,
The Disaster Artist,2017,03/12/2017 00:00,TRUE,,
The Distinguished Gentleman,1992,12/04/1992 00:00,,,
The Dogs of War,1980,12/17/1980 00:00,,,
The Drop,2014,09/12/2014 00:00,,,
